,Compound,Negative,Neutral,Positive,Text,Time of Tweet,Tweet Count,Tweets Ago,User
10,0.11261818181818183,0.8655454545454546,0.05454545454545454,0.07990909090909092,🎾🏔Tennis player @DjokerNole says a five-day hike in the mountains with his wife transformed his season.… https://t.co/HhWQLKLETX,Tue Sep 11 13:00:20 +0000 2018,11,10,@BBC
11,0.13065833333333335,0.8683333333333335,0.049999999999999996,0.08166666666666667,"It can be expensive and the success rates are still relatively unknown, but lots of women under 35 are having their… https://t.co/zJFMatf5Cu",Tue Sep 11 12:00:19 +0000 2018,12,11,@BBC
12,0.1611230769230769,0.8533076923076924,0.04615384615384615,0.10053846153846153,"🏡 Would a bigger house make you happier?

https://t.co/ChtZlzE4CQ https://t.co/B4hvdNF1y5",Tue Sep 11 11:05:05 +0000 2018,13,12,@BBC
13,0.1253285714285714,0.8561428571428573,0.050499999999999996,0.09335714285714285,From Nicki Minaj and Cardi B to Lady Gaga and Madonna - here are 8 of the biggest feuds in pop music 🎶➡️… https://t.co/bWV2ghkB1X,Tue Sep 11 08:50:06 +0000 2018,14,13,@BBC
14,0.1499,0.8540000000000002,0.04713333333333333,0.09886666666666666,"Holly helped save someone's life, and changed her own in the process. 
#SavingLivesAtSea via @BBCThree  https://t.co/1Ca63uE4RF",Tue Sep 11 08:02:04 +0000 2018,15,14,@BBC
15,0.09821250000000001,0.8448125,0.06249999999999999,0.0926875,"Why were there so many serial killers in the 1980s?
👉 https://t.co/JnQWlHeFvS https://t.co/F02uRnIBIU",Tue Sep 11 07:27:05 +0000 2018,16,15,@BBC
16,0.11368235294117647,0.8438235294117646,0.0588235294117647,0.09735294117647059,❤️ This club in Glasgow is running nights aimed at promoting inclusivity. https://t.co/zCXTsZVJ2v,Tue Sep 11 07:00:13 +0000 2018,17,16,@BBC
17,0.10736666666666667,0.8524999999999999,0.05555555555555555,0.09194444444444444,"James Fox tells the story of Australia's indigenous culture, the oldest continuous culture anywhere in the world, a… https://t.co/5pAyJOvHUW",Mon Sep 10 19:06:03 +0000 2018,18,17,@BBC
18,0.10171578947368422,0.8602631578947367,0.05263157894736842,0.08710526315789474,Cooling down - elephant style 🐘 https://t.co/niviG9h3Cg,Mon Sep 10 18:05:05 +0000 2018,19,18,@BBC
19,0.05462,0.84505,0.0722,0.08275,"Suicide kills more men under 50 than anything else.

#WorldSuicidePreventionDay #WSPD

https://t.co/sshexDg1vi",Mon Sep 10 17:02:07 +0000 2018,20,19,@BBC
20,0.05201904761904762,0.8524285714285714,0.06876190476190476,0.07880952380952382,"🐻🍁This year's #Autumnwatch will take the team to New England, bringing you the most spectacular of seasons in four… https://t.co/lFI4SoY2yL",Wed Sep 12 09:02:01 +0000 2018,21,20,@BBC
21,0.05547272727272728,0.849409090909091,0.07,0.0805909090909091,"🍔""My son's getting clean protein… and no cholesterol.”

Meet the dad who feeds his son burgers almost every day.… https://t.co/OCCcPs1EDy",Wed Sep 12 08:01:07 +0000 2018,22,21,@BBC
22,0.0530608695652174,0.8559565217391305,0.06695652173913044,0.07708695652173914,"Every year 640,000 tonnes of plastic from the fishing industry enters the sea. 🎣

♻️But there’s nowhere in the UK i… https://t.co/V8Hcc4L02V",Wed Sep 12 07:31:00 +0000 2018,23,22,@BBC
23,0.04763333333333334,0.8523333333333333,0.06929166666666665,0.078375,"🚗🎨 Meet James, aka Vanksy, a gas engineer who creates art from the dirt left on vehicles 🖌

https://t.co/mhofR4xyH2",Wed Sep 12 06:55:06 +0000 2018,24,23,@BBC
24,0.071204,0.85032,0.06652,0.08316000000000001,"🐶🎬 Ladybird and Snowflake were cast to star in the new British romantic comedy, Dusty &amp; Me. 

But what does it take… https://t.co/SvufrDjxDs",Tue Sep 11 19:07:02 +0000 2018,25,24,@BBC
25,0.04646923076923078,0.8414230769230768,0.0786153846153846,0.07996153846153847,"The horror of online dating 😂

#Wanderlust 

https://t.co/d6wVsWssKL",Tue Sep 11 17:59:04 +0000 2018,26,25,@BBC
26,0.044748148148148155,0.8472962962962962,0.07570370370370369,0.07700000000000001,"A series following the life of Princess Margaret as she re-defined our image of the modern princess, profiling how… https://t.co/6DHnhGO4hk",Tue Sep 11 17:05:07 +0000 2018,27,26,@BBC
27,0.05529285714285715,0.8467857142857141,0.07299999999999998,0.08021428571428571,RT @bbccomedy: Literally every time I auditioned for the school play.  #UpstartCrow @RealDMitchell https://t.co/pIhDkU2tXT,Tue Sep 11 16:25:09 +0000 2018,28,27,@BBC
28,0.08038620689655174,0.8421379310344826,0.07048275862068965,0.08737931034482758,"🧀Pastry, ham and gouda cheese...😋 

Combine them all to make a breakfast fit for kings in this wonderful centrepiec… https://t.co/oBXEW23R9z",Tue Sep 11 15:58:00 +0000 2018,29,28,@BBC
29,0.07770666666666667,0.8473999999999999,0.06813333333333332,0.08446666666666666,"RT @BBCSpringwatch: The New England colour change is so spectacular it can be seen from space 😲
#TuesdayThoughts #Autumnwatch https://t.co/…",Tue Sep 11 14:18:08 +0000 2018,30,29,@BBC
30,0.07520000000000002,0.8523225806451612,0.06593548387096773,0.08174193548387096,🎾🏔Tennis player @DjokerNole says a five-day hike in the mountains with his wife transformed his season.… https://t.co/HhWQLKLETX,Tue Sep 11 13:00:20 +0000 2018,31,30,@BBC
31,0.08313437500000001,0.8537812499999999,0.063875,0.08234375,"It can be expensive and the success rates are still relatively unknown, but lots of women under 35 are having their… https://t.co/zJFMatf5Cu",Tue Sep 11 12:00:19 +0000 2018,32,31,@BBC
32,0.09657575757575758,0.8483030303030303,0.06193939393939394,0.08975757575757574,"🏡 Would a bigger house make you happier?

https://t.co/ChtZlzE4CQ https://t.co/B4hvdNF1y5",Tue Sep 11 11:05:05 +0000 2018,33,32,@BBC
33,0.08373529411764707,0.8496176470588236,0.06326470588235295,0.08711764705882352,From Nicki Minaj and Cardi B to Lady Gaga and Madonna - here are 8 of the biggest feuds in pop music 🎶➡️… https://t.co/bWV2ghkB1X,Tue Sep 11 08:50:06 +0000 2018,34,33,@BBC
34,0.09545428571428573,0.8488857142857144,0.06145714285714286,0.08965714285714285,"Holly helped save someone's life, and changed her own in the process. 
#SavingLivesAtSea via @BBCThree  https://t.co/1Ca63uE4RF",Tue Sep 11 08:02:04 +0000 2018,35,34,@BBC
35,0.07399444444444445,0.8449444444444445,0.0678888888888889,0.08716666666666667,"Why were there so many serial killers in the 1980s?
👉 https://t.co/JnQWlHeFvS https://t.co/F02uRnIBIU",Tue Sep 11 07:27:05 +0000 2018,36,35,@BBC
36,0.08175675675675677,0.8444864864864865,0.06605405405405407,0.08945945945945946,❤️ This club in Glasgow is running nights aimed at promoting inclusivity. https://t.co/zCXTsZVJ2v,Tue Sep 11 07:00:13 +0000 2018,37,36,@BBC
37,0.07960526315789475,0.8485789473684211,0.06431578947368422,0.08710526315789474,"James Fox tells the story of Australia's indigenous culture, the oldest continuous culture anywhere in the world, a… https://t.co/5pAyJOvHUW",Mon Sep 10 19:06:03 +0000 2018,38,37,@BBC
38,0.07756410256410258,0.8524615384615385,0.06266666666666668,0.08487179487179487,Cooling down - elephant style 🐘 https://t.co/niviG9h3Cg,Mon Sep 10 18:05:05 +0000 2018,39,38,@BBC
39,0.054620000000000016,0.8450500000000002,0.0722,0.08274999999999999,"Suicide kills more men under 50 than anything else.

#WorldSuicidePreventionDay #WSPD

https://t.co/sshexDg1vi",Mon Sep 10 17:02:07 +0000 2018,40,39,@BBC
40,0.053287804878048795,0.8488292682926831,0.0704390243902439,0.08073170731707316,"🐻🍁This year's #Autumnwatch will take the team to New England, bringing you the most spectacular of seasons in four… https://t.co/lFI4SoY2yL",Wed Sep 12 09:02:01 +0000 2018,41,40,@BBC
41,0.05506666666666668,0.8473333333333335,0.07104761904761905,0.0816190476190476,"🍔""My son's getting clean protein… and no cholesterol.”

Meet the dad who feeds his son burgers almost every day.… https://t.co/OCCcPs1EDy",Wed Sep 12 08:01:07 +0000 2018,42,41,@BBC
42,0.053786046511627925,0.8508837209302328,0.0693953488372093,0.07972093023255812,"Every year 640,000 tonnes of plastic from the fishing industry enters the sea. 🎣

♻️But there’s nowhere in the UK i… https://t.co/V8Hcc4L02V",Wed Sep 12 07:31:00 +0000 2018,43,42,@BBC
43,0.05080909090909092,0.8490227272727274,0.07061363636363636,0.08036363636363636,"🚗🎨 Meet James, aka Vanksy, a gas engineer who creates art from the dirt left on vehicles 🖌

https://t.co/mhofR4xyH2",Wed Sep 12 06:55:06 +0000 2018,44,43,@BBC
44,0.06383333333333334,0.8479777777777779,0.06904444444444445,0.08297777777777776,"🐶🎬 Ladybird and Snowflake were cast to star in the new British romantic comedy, Dusty &amp; Me. 

But what does it take… https://t.co/SvufrDjxDs",Tue Sep 11 19:07:02 +0000 2018,45,44,@BBC
45,0.05001304347826088,0.8430000000000001,0.07582608695652175,0.08117391304347825,"The horror of online dating 😂

#Wanderlust 

https://t.co/d6wVsWssKL",Tue Sep 11 17:59:04 +0000 2018,46,45,@BBC
46,0.04894893617021278,0.846340425531915,0.07421276595744682,0.07944680851063829,"A series following the life of Princess Margaret as she re-defined our image of the modern princess, profiling how… https://t.co/6DHnhGO4hk",Tue Sep 11 17:05:07 +0000 2018,47,46,@BBC
47,0.05501250000000002,0.8460625,0.07266666666666666,0.08127083333333332,RT @bbccomedy: Literally every time I auditioned for the school play.  #UpstartCrow @RealDMitchell https://t.co/pIhDkU2tXT,Tue Sep 11 16:25:09 +0000 2018,48,47,@BBC
48,0.06986938775510206,0.843326530612245,0.07118367346938774,0.08548979591836733,"🧀Pastry, ham and gouda cheese...😋 

Combine them all to make a breakfast fit for kings in this wonderful centrepiec… https://t.co/oBXEW23R9z",Tue Sep 11 15:58:00 +0000 2018,49,48,@BBC
49,0.06847200000000002,0.8464600000000001,0.06975999999999999,0.08377999999999998,"RT @BBCSpringwatch: The New England colour change is so spectacular it can be seen from space 😲
#TuesdayThoughts #Autumnwatch https://t.co/…",Tue Sep 11 14:18:08 +0000 2018,50,49,@BBC
50,0.0671294117647059,0.8494705882352943,0.0683921568627451,0.08213725490196076,🎾🏔Tennis player @DjokerNole says a five-day hike in the mountains with his wife transformed his season.… https://t.co/HhWQLKLETX,Tue Sep 11 13:00:20 +0000 2018,51,50,@BBC
51,0.07216730769230771,0.8504230769230771,0.06707692307692306,0.08249999999999999,"It can be expensive and the success rates are still relatively unknown, but lots of women under 35 are having their… https://t.co/zJFMatf5Cu",Tue Sep 11 12:00:19 +0000 2018,52,51,@BBC
52,0.0807433962264151,0.8470754716981134,0.06581132075471698,0.0871132075471698,"🏡 Would a bigger house make you happier?

https://t.co/ChtZlzE4CQ https://t.co/B4hvdNF1y5",Tue Sep 11 11:05:05 +0000 2018,53,52,@BBC
53,0.07295185185185186,0.8479259259259261,0.06657407407407406,0.08549999999999998,From Nicki Minaj and Cardi B to Lady Gaga and Madonna - here are 8 of the biggest feuds in pop music 🎶➡️… https://t.co/bWV2ghkB1X,Tue Sep 11 08:50:06 +0000 2018,54,53,@BBC
54,0.08060545454545456,0.8474909090909093,0.06536363636363636,0.08714545454545453,"Holly helped save someone's life, and changed her own in the process. 
#SavingLivesAtSea via @BBCThree  https://t.co/1Ca63uE4RF",Tue Sep 11 08:02:04 +0000 2018,55,54,@BBC
55,0.06707500000000001,0.8449821428571429,0.06942857142857142,0.0855892857142857,"Why were there so many serial killers in the 1980s?
👉 https://t.co/JnQWlHeFvS https://t.co/F02uRnIBIU",Tue Sep 11 07:27:05 +0000 2018,56,55,@BBC
56,0.07223508771929825,0.8446842105263159,0.06821052631578947,0.08710526315789471,❤️ This club in Glasgow is running nights aimed at promoting inclusivity. https://t.co/zCXTsZVJ2v,Tue Sep 11 07:00:13 +0000 2018,57,56,@BBC
57,0.07098965517241379,0.8473620689655174,0.06703448275862069,0.08560344827586205,"James Fox tells the story of Australia's indigenous culture, the oldest continuous culture anywhere in the world, a… https://t.co/5pAyJOvHUW",Mon Sep 10 19:06:03 +0000 2018,58,57,@BBC
58,0.0697864406779661,0.849949152542373,0.06589830508474576,0.08415254237288133,Cooling down - elephant style 🐘 https://t.co/niviG9h3Cg,Mon Sep 10 18:05:05 +0000 2018,59,58,@BBC
59,0.05462,0.8450500000000001,0.0722,0.08274999999999998,"Suicide kills more men under 50 than anything else.

#WorldSuicidePreventionDay #WSPD

https://t.co/sshexDg1vi",Mon Sep 10 17:02:07 +0000 2018,60,59,@BBC
60,0.05372459016393443,0.8475901639344263,0.07101639344262295,0.0813934426229508,"🐻🍁This year's #Autumnwatch will take the team to New England, bringing you the most spectacular of seasons in four… https://t.co/lFI4SoY2yL",Wed Sep 12 09:02:01 +0000 2018,61,60,@BBC
61,0.05492258064516129,0.8465967741935485,0.07141935483870968,0.08198387096774193,"🍔""My son's getting clean protein… and no cholesterol.”

Meet the dad who feeds his son burgers almost every day.… https://t.co/OCCcPs1EDy",Wed Sep 12 08:01:07 +0000 2018,62,61,@BBC
62,0.054050793650793655,0.8490317460317461,0.07028571428571428,0.08068253968253968,"Every year 640,000 tonnes of plastic from the fishing industry enters the sea. 🎣

♻️But there’s nowhere in the UK i… https://t.co/V8Hcc4L02V",Wed Sep 12 07:31:00 +0000 2018,63,62,@BBC
63,0.052000000000000005,0.84778125,0.071109375,0.08110937499999998,"🚗🎨 Meet James, aka Vanksy, a gas engineer who creates art from the dirt left on vehicles 🖌

https://t.co/mhofR4xyH2",Wed Sep 12 06:55:06 +0000 2018,64,63,@BBC
64,0.06099846153846154,0.8470769230769231,0.07001538461538462,0.0829076923076923,"🐶🎬 Ladybird and Snowflake were cast to star in the new British romantic comedy, Dusty &amp; Me. 

But what does it take… https://t.co/SvufrDjxDs",Tue Sep 11 19:07:02 +0000 2018,65,64,@BBC
65,0.05140909090909091,0.8436212121212121,0.07472727272727274,0.08165151515151514,"The horror of online dating 😂

#Wanderlust 

https://t.co/d6wVsWssKL",Tue Sep 11 17:59:04 +0000 2018,66,65,@BBC
66,0.050641791044776126,0.8459552238805971,0.07361194029850747,0.08043283582089551,"A series following the life of Princess Margaret as she re-defined our image of the modern princess, profiling how… https://t.co/6DHnhGO4hk",Tue Sep 11 17:05:07 +0000 2018,67,66,@BBC
67,0.05489705882352941,0.845764705882353,0.07252941176470588,0.08170588235294117,RT @bbccomedy: Literally every time I auditioned for the school play.  #UpstartCrow @RealDMitchell https://t.co/pIhDkU2tXT,Tue Sep 11 16:25:09 +0000 2018,68,67,@BBC
68,0.06544927536231884,0.8438260869565218,0.07147826086956523,0.08469565217391303,"🧀Pastry, ham and gouda cheese...😋 

Combine them all to make a breakfast fit for kings in this wonderful centrepiec… https://t.co/oBXEW23R9z",Tue Sep 11 15:58:00 +0000 2018,69,68,@BBC
69,0.06451428571428572,0.846057142857143,0.07045714285714286,0.08348571428571427,"RT @BBCSpringwatch: The New England colour change is so spectacular it can be seen from space 😲
#TuesdayThoughts #Autumnwatch https://t.co/…",Tue Sep 11 14:18:08 +0000 2018,70,69,@BBC
70,0.0636056338028169,0.8482253521126761,0.06946478873239437,0.08230985915492957,🎾🏔Tennis player @DjokerNole says a five-day hike in the mountains with his wife transformed his season.… https://t.co/HhWQLKLETX,Tue Sep 11 13:00:20 +0000 2018,71,70,@BBC
71,0.06729305555555556,0.8489305555555555,0.06849999999999999,0.08256944444444443,"It can be expensive and the success rates are still relatively unknown, but lots of women under 35 are having their… https://t.co/zJFMatf5Cu",Tue Sep 11 12:00:19 +0000 2018,72,71,@BBC
72,0.07358630136986302,0.8465205479452055,0.06756164383561643,0.08591780821917808,"🏡 Would a bigger house make you happier?

https://t.co/ChtZlzE4CQ https://t.co/B4hvdNF1y5",Tue Sep 11 11:05:05 +0000 2018,73,72,@BBC
73,0.06799729729729731,0.8471486486486487,0.06809459459459459,0.08475675675675674,From Nicki Minaj and Cardi B to Lady Gaga and Madonna - here are 8 of the biggest feuds in pop music 🎶➡️… https://t.co/bWV2ghkB1X,Tue Sep 11 08:50:06 +0000 2018,74,73,@BBC
74,0.073676,0.8468399999999999,0.06718666666666666,0.08597333333333333,"Holly helped save someone's life, and changed her own in the process. 
#SavingLivesAtSea via @BBCThree  https://t.co/1Ca63uE4RF",Tue Sep 11 08:02:04 +0000 2018,75,74,@BBC
75,0.06379736842105263,0.845,0.0701578947368421,0.08484210526315789,"Why were there so many serial killers in the 1980s?
👉 https://t.co/JnQWlHeFvS https://t.co/F02uRnIBIU",Tue Sep 11 07:27:05 +0000 2018,76,75,@BBC
76,0.06765974025974027,0.8447792207792209,0.06924675324675325,0.08597402597402597,❤️ This club in Glasgow is running nights aimed at promoting inclusivity. https://t.co/zCXTsZVJ2v,Tue Sep 11 07:00:13 +0000 2018,77,76,@BBC
77,0.06679230769230769,0.8467692307692308,0.06835897435897435,0.08487179487179486,"James Fox tells the story of Australia's indigenous culture, the oldest continuous culture anywhere in the world, a… https://t.co/5pAyJOvHUW",Mon Sep 10 19:06:03 +0000 2018,78,77,@BBC
78,0.06594683544303798,0.8487088607594937,0.06749367088607595,0.08379746835443037,Cooling down - elephant style 🐘 https://t.co/niviG9h3Cg,Mon Sep 10 18:05:05 +0000 2018,79,78,@BBC
79,0.054620000000000016,0.8450500000000002,0.0722,0.08274999999999999,"Suicide kills more men under 50 than anything else.

#WorldSuicidePreventionDay #WSPD

https://t.co/sshexDg1vi",Mon Sep 10 17:02:07 +0000 2018,80,79,@BBC
80,0.05394567901234569,0.8469629629629631,0.07130864197530865,0.08172839506172838,"🐻🍁This year's #Autumnwatch will take the team to New England, bringing you the most spectacular of seasons in four… https://t.co/lFI4SoY2yL",Wed Sep 12 09:02:01 +0000 2018,81,80,@BBC
81,0.05484878048780489,0.8462195121951221,0.07160975609756097,0.08217073170731706,"🍔""My son's getting clean protein… and no cholesterol.”

Meet the dad who feeds his son burgers almost every day.… https://t.co/OCCcPs1EDy",Wed Sep 12 08:01:07 +0000 2018,82,81,@BBC
82,0.05418795180722893,0.8480722891566267,0.07074698795180723,0.08118072289156626,"Every year 640,000 tonnes of plastic from the fishing industry enters the sea. 🎣

♻️But there’s nowhere in the UK i… https://t.co/V8Hcc4L02V",Wed Sep 12 07:31:00 +0000 2018,83,82,@BBC
83,0.05262380952380953,0.8471309523809526,0.07136904761904762,0.08149999999999999,"🚗🎨 Meet James, aka Vanksy, a gas engineer who creates art from the dirt left on vehicles 🖌

https://t.co/mhofR4xyH2",Wed Sep 12 06:55:06 +0000 2018,84,83,@BBC
84,0.05949764705882354,0.8466000000000004,0.07052941176470588,0.08287058823529411,"🐶🎬 Ladybird and Snowflake were cast to star in the new British romantic comedy, Dusty &amp; Me. 

But what does it take… https://t.co/SvufrDjxDs",Tue Sep 11 19:07:02 +0000 2018,85,84,@BBC
85,0.052155813953488374,0.8439534883720934,0.07413953488372094,0.08190697674418604,"The horror of online dating 😂

#Wanderlust 

https://t.co/d6wVsWssKL",Tue Sep 11 17:59:04 +0000 2018,86,85,@BBC
86,0.05155632183908046,0.845747126436782,0.07328735632183908,0.0809655172413793,"A series following the life of Princess Margaret as she re-defined our image of the modern princess, profiling how… https://t.co/6DHnhGO4hk",Tue Sep 11 17:05:07 +0000 2018,87,86,@BBC
87,0.05483409090909092,0.8456022727272727,0.07245454545454545,0.08194318181818182,RT @bbccomedy: Literally every time I auditioned for the school play.  #UpstartCrow @RealDMitchell https://t.co/pIhDkU2tXT,Tue Sep 11 16:25:09 +0000 2018,88,87,@BBC
88,0.06301573033707866,0.8441011235955056,0.07164044943820225,0.08425842696629213,"🧀Pastry, ham and gouda cheese...😋 

Combine them all to make a breakfast fit for kings in this wonderful centrepiec… https://t.co/oBXEW23R9z",Tue Sep 11 15:58:00 +0000 2018,89,88,@BBC
89,0.06231555555555557,0.8458333333333333,0.07084444444444443,0.08332222222222221,"RT @BBCSpringwatch: The New England colour change is so spectacular it can be seen from space 😲
#TuesdayThoughts #Autumnwatch https://t.co/…",Tue Sep 11 14:18:08 +0000 2018,90,89,@BBC
90,0.061630769230769246,0.8475274725274725,0.07006593406593406,0.0824065934065934,🎾🏔Tennis player @DjokerNole says a five-day hike in the mountains with his wife transformed his season.… https://t.co/HhWQLKLETX,Tue Sep 11 13:00:20 +0000 2018,91,90,@BBC
91,0.06453804347826089,0.8480869565217392,0.06930434782608695,0.08260869565217391,"It can be expensive and the success rates are still relatively unknown, but lots of women under 35 are having their… https://t.co/zJFMatf5Cu",Tue Sep 11 12:00:19 +0000 2018,92,91,@BBC
92,0.06950752688172045,0.8462043010752689,0.06855913978494622,0.08523655913978494,"🏡 Would a bigger house make you happier?

https://t.co/ChtZlzE4CQ https://t.co/B4hvdNF1y5",Tue Sep 11 11:05:05 +0000 2018,93,92,@BBC
93,0.06515106382978725,0.8467021276595745,0.06896808510638297,0.08432978723404255,From Nicki Minaj and Cardi B to Lady Gaga and Madonna - here are 8 of the biggest feuds in pop music 🎶➡️… https://t.co/bWV2ghkB1X,Tue Sep 11 08:50:06 +0000 2018,94,93,@BBC
94,0.06966421052631581,0.8464631578947368,0.0682421052631579,0.08529473684210526,"Holly helped save someone's life, and changed her own in the process. 
#SavingLivesAtSea via @BBCThree  https://t.co/1Ca63uE4RF",Tue Sep 11 08:02:04 +0000 2018,95,94,@BBC
95,0.061885416666666686,0.8450104166666668,0.07058333333333333,0.08440625,"Why were there so many serial killers in the 1980s?
👉 https://t.co/JnQWlHeFvS https://t.co/F02uRnIBIU",Tue Sep 11 07:27:05 +0000 2018,96,95,@BBC
96,0.06497113402061858,0.8448350515463918,0.06985567010309278,0.08530927835051547,❤️ This club in Glasgow is running nights aimed at promoting inclusivity. https://t.co/zCXTsZVJ2v,Tue Sep 11 07:00:13 +0000 2018,97,96,@BBC
97,0.06430816326530614,0.8464183673469389,0.06914285714285714,0.08443877551020408,"James Fox tells the story of Australia's indigenous culture, the oldest continuous culture anywhere in the world, a… https://t.co/5pAyJOvHUW",Mon Sep 10 19:06:03 +0000 2018,98,97,@BBC
98,0.06365858585858587,0.847969696969697,0.06844444444444445,0.08358585858585858,Cooling down - elephant style 🐘 https://t.co/niviG9h3Cg,Mon Sep 10 18:05:05 +0000 2018,99,98,@BBC
99,0.054620000000000016,0.8450500000000001,0.0722,0.08275,"Suicide kills more men under 50 than anything else.

#WorldSuicidePreventionDay #WSPD

https://t.co/sshexDg1vi",Mon Sep 10 17:02:07 +0000 2018,100,99,@BBC
100,0.05407920792079209,0.8465841584158417,0.07148514851485148,0.08193069306930693,Stay tuned for more #CBS #TCA18 action! The @cbsallaccess panel is up next. 👍🏼 https://t.co/fcjiEwpaN0,Sun Aug 05 19:43:38 +0000 2018,101,100,@CBS
101,0.053549019607843154,0.8480882352941177,0.0707843137254902,0.08112745098039216,"RT @FBICBS: #FBIFam, this should cure your #SundayScaries! Check out the #FBI preview that was shown at the #CBS #TCA18 before the panel. h…",Sun Aug 05 19:22:22 +0000 2018,102,101,@CBS
102,0.059096116504854385,0.8475825242718448,0.07009708737864077,0.08232038834951458,"RT @TheNeighborhood: ""Once we shot the pilot, we knew that we had a great show."" -@CedEntertainer #TheNeighborhood #CBS",Sun Aug 05 19:21:28 +0000 2018,103,102,@CBS
103,0.05985865384615387,0.8473461538461537,0.07018269230769231,0.08247115384615385,"RT @TheNeighborhood: ""It was so well done, as far as I was concerned, that it became a no brainer to do the show. I called the next morning…",Sun Aug 05 19:16:45 +0000 2018,104,103,@CBS
104,0.059288571428571454,0.8488,0.06951428571428572,0.08168571428571429,"RT @TheNeighborhood: ""This is a show about people. This is a show about families, neighbors, friendships... At its core, this is a show abo…",Sun Aug 05 19:15:53 +0000 2018,105,104,@CBS
105,0.06305754716981135,0.8485094339622641,0.06885849056603774,0.08263207547169811,"RT @TheNeighborhood: We're here at the #CBS #TCA18 giving you the inside scoop on #TheNeighborhood with our stars @CedEntertainer, @Tichina…",Sun Aug 05 18:54:24 +0000 2018,106,105,@CBS
106,0.06246822429906544,0.8499252336448597,0.06821495327102804,0.08185981308411215,RT @MurphyBrownCBS: That's a wrap on the #MurphyBrown panel at #TCA18! @TheNeighborhood is up next! #CBS,Sun Aug 05 18:01:09 +0000 2018,107,106,@CBS
107,0.06188981481481484,0.8513148148148147,0.06758333333333334,0.08110185185185186,"RT @MurphyBrownCBS: Diane English reveals ""We have an enormously famous person in our first episode,"" but keeps the secret under wraps! 🙊 #…",Sun Aug 05 17:55:07 +0000 2018,108,107,@CBS
108,0.06132201834862388,0.8526788990825688,0.06696330275229358,0.08035779816513762,"RT @MurphyBrownCBS: Diane English talks about how to stay topically relevant while writing scripts ahead of time &amp; also said, ""We have an i…",Sun Aug 05 17:51:13 +0000 2018,109,108,@CBS
109,0.06076454545454548,0.8540181818181818,0.06635454545454546,0.07962727272727273,RT @MurphyBrownCBS: All the feels! ❤️ #MurphyBrown returns to #CBS this fall! https://t.co/OvQk3CV49W,Sun Aug 05 17:47:01 +0000 2018,110,109,@CBS
110,0.060200900900900925,0.8540090090090089,0.06642342342342343,0.07956756756756757,"RT @MurphyBrownCBS: ""It's been very emotional for the old guys... We saw Murphy's townhouse and we all got tears in our eyes."" -Candice Ber…",Sun Aug 05 17:39:48 +0000 2018,111,110,@CBS
111,0.05966339285714288,0.8553125,0.06583035714285715,0.07885714285714286,"Stay tuned, because @MurphyBrownCBS is up next at the #CBS #TCA18! https://t.co/0qdjQiFrwW",Sun Aug 05 17:28:37 +0000 2018,112,111,@CBS
